title,budget,revenue,release_date,genres,release_year,genre
Virus,75000000.0,14010690.0,1999-01-14,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Horror
Howard the Duck,37000000.0,37962774.0,1986-08-01,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1986,Comedy
The Fly,700000.0,3000000.0,1958-07-16,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1958,Drama
The Fly,15000000.0,60629159.0,1986-08-15,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1986,Horror
Armed and Dangerous,12000000.0,15945534.0,1986-08-15,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1986,Action
The Texas Chain Saw Massacre,85000.0,30859000.0,1974-10-01,"[{'id': 27, 'name': 'Horror'}]",1974,Horror
The Texas Chainsaw Massacre 2,4700000.0,8025872.0,1986-08-22,"[{'id': 27, 'name': 'Horror'}]",1986,Horror
Texas Chainsaw Massacre: The Next Generation,600000.0,185898.0,1994-01-01,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1994,Horror
The Name of the Rose,20000000.0,77200000.0,1986-09-24,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1986,Drama
Peggy Sue Got Married,18000000.0,41382841.0,1986-10-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1986,Comedy
Crocodile Dundee,5000000.0,328203506.0,1986-09-26,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1986,Adventure
The Color of Money,13800000.0,52293982.0,1986-10-07,"[{'id': 18, 'name': 'Drama'}]",1986,Drama
Heartbreak Ridge,15000000.0,42724017.0,1986-12-15,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1986,Action
She's All That,10000000.0,103166989.0,1999-01-29,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
"Blood, Guts, Bullets and Octane",7300.0,13674.0,1998-10-16,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1998,Action
Peeping Tom,150000.0,83957.0,1960-04-06,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1960,Horror
Payback,90000000.0,161626121.0,1999-02-05,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1999,Drama
Simply Irresistible,6000000.0,4398989.0,1999-02-05,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
Blast from the Past,35000000.0,40263020.0,1999-02-12,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Message in a Bottle,80000000.0,118880016.0,1999-02-22,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1999,Romance
My Favorite Martian,65000000.0,36850101.0,1999-02-11,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Comedy
Jawbreaker,3000000.0,3076820.0,1999-01-30,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
Office Space,10000000.0,12827813.0,1999-02-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999,Comedy
200 Cigarettes,6000000.0,6852450.0,1999-02-26,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
8MM,40000000.0,96618699.0,1999-02-26,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1999,Thriller
Pet Sematary,11500000.0,57469467.0,1989-04-21,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",1989,Drama
Pet Sematary II,8000000.0,17092453.0,1992-08-28,"[{'id': 27, 'name': 'Horror'}]",1992,Horror
Children of the Corn II: The Final Sacrifice,900000.0,6980986.0,1993-01-29,"[{'id': 27, 'name': 'Horror'}]",1993,Horror
Airport,10000000.0,100489151.0,1970-03-05,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1970,Action
Airport 1975,3000000.0,47000000.0,1974-10-18,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1974,Action
Airport '77,6000000.0,30000000.0,1977-03-11,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1977,Action
The Towering Inferno,14000000.0,116000000.0,1974-12-14,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1974,Action
Logan's Run,9000000.0,25000000.0,1976-06-23,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1976,Adventure
Planet of the Apes,5800000.0,33395426.0,1968-02-07,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",1968,Science Fiction
Beneath the Planet of the Apes,3000000.0,18999718.0,1970-05-01,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1970,Adventure
Battle for the Planet of the Apes,1700000.0,8844595.0,1973-06-15,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1973,Action
Conquest of the Planet of the Apes,1700000.0,9700000.0,1972-06-29,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1972,Action
Escape from the Planet of the Apes,2500000.0,12348905.0,1971-05-20,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1971,Action
Earthquake,7000000.0,79666653.0,1974-11-15,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1974,Action
The Concorde... Airport '79,14000000.0,13015688.0,1979-08-17,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1979,Action
Analyze This,80000000.0,176885658.0,1999-03-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999,Comedy
The Corruptor,25000000.0,15156200.0,1999-03-12,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Action
Cruel Intentions,10500000.0,75902208.0,1999-03-05,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1999,Drama
"Lock, Stock and Two Smoking Barrels",1350000.0,3897569.0,1998-03-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1998,Comedy
The Deep End of the Ocean,38000000.0,28121100.0,1999-03-12,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1999,Drama
The Rage: Carrie 2,21000000.0,17762705.0,1999-03-11,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Horror
Dead Ringers,13000000.0,8038508.0,1988-09-23,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1988,Drama
Baby Geniuses,12000000.0,36450736.0,1999-03-12,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1999,Science Fiction
Forces of Nature,75000000.0,93888180.0,1999-03-12,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1999,Romance
The King and I,25000000.0,12000000.0,1999-03-19,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1999,Animation
The King and I,4550000.0,21300000.0,1956-06-29,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1956,Drama
The Mod Squad,50000000.0,13260050.0,1999-03-26,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Action
The Matrix,63000000.0,463517383.0,1999-03-30,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Action
10 Things I Hate About You,16000000.0,53478166.0,1999-03-30,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1999,Comedy
The Out-of-Towners,75000000.0,29000000.0,1999-04-02,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
Following,6000.0,48482.0,1998-09-12,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1998,Crime
Go,6500000.0,28451622.0,1999-04-09,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1999,Crime
Never Been Kissed,25000000.0,84565230.0,1999-04-09,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Romance
Twin Dragons,10000000.0,8359717.0,1992-01-15,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",1992,Comedy
Cookie's Fortune,10000000.0,10920544.0,1999-01-22,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999,Comedy
Life,80000000.0,73345029.0,1999-04-16,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999,Comedy
Open Your Eyes,2900000.0,368234.0,1997-12-19,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997,Drama
Lost & Found,1.0,100.0,1999-04-23,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
eXistenZ,15000000.0,2856712.0,1999-04-14,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",1999,Action
Entrapment,66000000.0,212404396.0,1999-04-29,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1999,Romance
Idle Hands,25000000.0,4152230.0,1999-04-30,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1999,Thriller
Mildred Pierce,1453000.0,5638000.0,1945-09-24,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1945,Crime
Night of the Comet,3000000.0,14418922.0,1984-11-16,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1984,Comedy
Dick Tracy,47000000.0,103738726.0,1990-06-15,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1990,Adventure
The Mummy,80000000.0,415885488.0,1999-04-16,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",1999,Adventure
The Castle,786675.0,861789.0,1997-04-10,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1997,Drama
Edge of Seventeen,1500000.0,870751.0,1998-05-14,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998,Comedy
Star Wars: Episode I - The Phantom Menace,115000000.0,924317558.0,1999-05-19,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Adventure
Superman,55000000.0,300218018.0,1978-12-13,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1978,Action
Superman II,54000000.0,190458706.0,1980-12-04,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1980,Action
Superman III,39000000.0,75850624.0,1983-06-17,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1983,Comedy
Superman IV: The Quest for Peace,17000000.0,19300000.0,1987-07-23,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1987,Action
Dracula,355000.0,1012189.0,1931-02-12,"[{'id': 27, 'name': 'Horror'}]",1931,Horror
Frankenstein,291000.0,12000000.0,1931-11-21,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1931,Drama
The Rocky Horror Picture Show,1200000.0,112892319.0,1975-08-14,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",1975,Comedy
It Came from Hollywood,5000000.0,2091037.0,1982-12-10,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",1982,Comedy
The War of the Worlds,2000000.0,2000000.0,1953-08-13,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1953,Horror
Notting Hill,42000000.0,363889678.0,1999-05-13,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Romance
The Thirteenth Floor,16000000.0,18564088.0,1999-04-16,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1999,Thriller
Limbo,8000000.0,1997807.0,1999-06-04,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999,Adventure
Austin Powers: The Spy Who Shagged Me,33000000.0,310940086.0,1999-06-08,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Adventure
The Red Violin,18000000.0,9495408.0,1998-09-10,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1998,Drama
Tarzan,150000000.0,448000000.0,1999-06-18,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1999,Adventure
The General's Daughter,60000000.0,149705852.0,1999-06-18,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Crime
An Ideal Husband,14000000.0,18535191.0,1999-04-15,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Drama
Run Lola Run,1530000.0,7267585.0,1998-08-20,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1998,Action
Big Daddy,34200000.0,234801895.0,1999-06-25,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Comedy
The Dinner Game,12500000.0,78599508.0,1998-04-15,"[{'id': 35, 'name': 'Comedy'}]",1998,Comedy
Arachnophobia,31000000.0,53208180.0,1990-08-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1990,Comedy
Wild Wild West,170000000.0,222104681.0,1999-06-29,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}]",1999,Action
American Pie,11000000.0,235483004.0,1999-07-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Muppets from Space,24000000.0,16290976.0,1999-07-14,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1999,Fantasy
The Blair Witch Project,60000.0,248000000.0,1999-07-14,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",1999,Horror
Eyes Wide Shut,65000000.0,162091208.0,1999-07-14,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1999,Mystery
Lake Placid,27000000.0,56870414.0,1999-07-15,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1999,Horror
The Wood,6000000.0,25059640.0,1999-07-16,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Ghostbusters,30000000.0,295212467.0,1984-06-07,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",1984,Comedy
Ghostbusters II,37000000.0,215394738.0,1989-06-15,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",1989,Comedy
Drop Dead Gorgeous,10000000.0,10571408.0,1999-07-23,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
The Haunting,80000000.0,91188905.0,1999-07-23,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",1999,Horror
Trick,450000.0,2049595.0,1999-07-23,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Deep Blue Sea,60000000.0,73648228.0,1999-07-28,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1999,Action
Mystery Men,68000000.0,29762011.0,1999-08-06,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Adventure
Runaway Bride,70000000.0,309457509.0,1999-07-30,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999,Comedy
Spartacus,12000000.0,60000000.0,1960-10-06,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1960,Action
Lolita,2000000.0,9250000.0,1962-06-13,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1962,Drama
Barry Lyndon,11000000.0,20000000.0,1975-12-18,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1975,Drama
Vibes,1884000.0,1883811.0,1988-08-05,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1988,Romance
The Golden Child,25000000.0,79817939.0,1986-12-12,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1986,Action
The Color Purple,15000000.0,146292009.0,1985-12-18,"[{'id': 18, 'name': 'Drama'}]",1985,Drama
Native Son,2000000.0,1301121.0,1986-12-24,"[{'id': 18, 'name': 'Drama'}]",1986,Drama
The Mission,24500000.0,17218023.0,1986-09-29,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",1986,Adventure
Little Shop of Horrors,25000000.0,38748395.0,1986-12-19,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1986,Horror
Dick,13000000.0,27500000.0,1999-08-04,"[{'id': 35, 'name': 'Comedy'}]",1999,Comedy
The Iron Giant,70000000.0,23159305.0,1999-08-06,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Adventure
The Sixth Sense,40000000.0,672806292.0,1999-08-06,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1999,Mystery
The Thomas Crown Affair,48000000.0,124305181.0,1999-08-06,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1999,Drama
Brokedown Palace,25000000.0,13000000.0,1999-08-13,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999,Drama
Detroit Rock City,6500000.0,4217115.0,1999-08-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1999,Comedy
Never Talk to Strangers,6400000.0,6.0,1995-10-20,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1995,Thriller
The Raven,350000.0,1499275.0,1963-01-25,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1963,Comedy
The Pit and the Pendulum,200000.0,2000000.0,1961-08-12,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",1961,Fantasy
Damien: Omen II,6800000.0,26518355.0,1978-06-09,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1978,Action
Airplane!,3500000.0,83453539.0,1980-07-02,"[{'id': 35, 'name': 'Comedy'}]",1980,Comedy
An American Werewolf in Paris,22000000.0,26570463.0,1997-12-25,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",1997,Horror
National Lampoon's Vacation,15000000.0,61399552.0,1983-07-28,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",1983,Comedy
Big,18000000.0,151668774.0,1988-06-03,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",1988,Fantasy
The Pelican Brief,45000000.0,195268056.0,1993-12-16,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1993,Drama
Teaching Mrs. Tingle,13000000.0,8946237.0,1999-08-11,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1999,Comedy
Universal Soldier: The Return,45000000.0,10667893.0,1999-08-05,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999,Action
In Too Deep,7000000.0,14011454.0,1999-08-25,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1999,Drama
The 13th Warrior,160000000.0,61698899.0,1999-08-27,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1999,Adventure
The Astronaut's Wife,75000000.0,19598588.0,1999-08-26,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1999,Drama
Chill Factor,70000000.0,11263966.0,1999-09-01,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1999,Action
Outside Providence,7000000.0,7292175.0,1999-08-16,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1999,Romance
Stigmata,29000000.0,50041732.0,1999-09-10,"[{'id': 27, 'name': 'Horror'}]",1999,Horror
Stir of Echoes,12000000.0,21133087.0,1999-09-10,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1999,Horror
A Soldier's Story,6000000.0,21821347.0,1984-09-14,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]",1984,Drama
American Beauty,15000000.0,356296601.0,1999-09-15,"[{'id': 18, 'name': 'Drama'}]",1999,Drama
Stop Making Sense,1200000.0,4978922.0,1984-11-16,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",1984,Documentary
Blue Streak,65000000.0,117758500.0,1999-09-17,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1999,Action
Caligula,17500000.0,23438120.0,1979-01-21,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",1979,Drama
A Hard Day's Night,560000.0,12299668.0,1964-07-06,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1964,Comedy
The Buddy Holly Story,1200000.0,14363400.0,1978-05-18,"[{'id': 18, 'name': 'Drama'}]",1978,Drama
Fright Night,9000000.0,24922237.0,1985-08-02,"[{'id': 27, 'name': 'Horror'}]",1985,Horror
Deliverance,2000000.0,46122355.0,1972-07-30,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1972,Drama
Excalibur,11000000.0,34967437.0,1981-04-10,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",1981,Fantasy
Thumbelina,28000000.0,11373501.0,1994-03-30,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1994,Animation
